work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,SE,FT,Engineer,120000,USD,120000,GB,100,GB,M
2025,SE,FT,Engineer,90000,USD,90000,GB,100,GB,M
2025,EN,FT,Data Analyst,50000,GBP,63291,GB,0,GB,M
2025,EN,FT,Data Analyst,29000,GBP,36708,GB,0,GB,M
2025,EN,FT,Data Scientist,49363,GBP,62484,GB,0,GB,M
2025,EN,FT,Data Scientist,41123,GBP,52054,GB,0,GB,M
2025,SE,FT,Data Analyst,72000,EUR,75789,DE,0,DE,M
2025,SE,FT,Data Analyst,52752,EUR,55528,DE,0,DE,M
2025,MI,FT,Data Manager,32654,GBP,41334,GB,0,GB,M
2025,MI,FT,Data Manager,31067,GBP,39325,GB,0,GB,M
2025,MI,FT,AI Engineer,49200,EUR,51789,LT,0,LT,M
2025,MI,FT,AI Engineer,45600,EUR,48000,LT,0,LT,M
2025,SE,FT,AI Engineer,54000,EUR,56842,LT,0,LT,M
2025,SE,FT,AI Engineer,48000,EUR,50526,LT,0,LT,M
2025,SE,FT,Software Engineer,70800,EUR,74526,LT,0,LT,M
2025,SE,FT,Software Engineer,60000,EUR,63157,LT,0,LT,M
2025,EN,FT,Data Analyst,25000,GBP,31645,GB,0,GB,M
2025,EN,FT,Data Analyst,25000,GBP,31645,GB,0,GB,M
2025,SE,FT,Data Infrastructure Engineer,96000,EUR,101052,LT,0,LT,M
2025,SE,FT,Data Infrastructure Engineer,60000,EUR,63157,LT,0,LT,M
2025,EN,FT,Consultant,20160,EUR,21221,SK,0,SK,M
2025,EN,FT,Consultant,18000,EUR,18947,SK,0,SK,M
2025,SE,FT,Data Engineer,45000,EUR,47368,FR,0,FR,M
2025,SE,FT,Data Engineer,40000,EUR,42105,FR,0,FR,M
2025,MI,FT,Data Governance,38400,EUR,40421,LT,0,LT,M
2025,MI,FT,Data Governance,34800,EUR,36631,LT,0,LT,M
2025,SE,FT,Data Engineer,83000,GBP,105063,GB,0,GB,M
2025,SE,FT,Data Engineer,68000,GBP,86075,GB,0,GB,M
2025,SE,FT,Data Architect,45936,EUR,48353,AT,0,AT,M
2025,SE,FT,Data Architect,45936,EUR,48353,AT,0,AT,M
2025,SE,FT,Engineer,150000,GBP,189873,GB,100,GB,M
2025,SE,FT,Engineer,90000,GBP,113924,GB,100,GB,M
2025,SE,FT,Software Engineer,36000,EUR,37894,LT,0,LT,M
2025,SE,FT,Software Engineer,28800,EUR,30315,LT,0,LT,M
2025,SE,FT,Data Scientist,71000,GBP,89873,GB,0,GB,M
2025,SE,FT,Data Scientist,71000,GBP,89873,GB,0,GB,M
2024,SE,FT,Engineer,63480,EUR,70533,LT,0,LT,M
2024,SE,FT,Engineer,49680,EUR,55200,LT,0,LT,M
2024,EN,FT,Data Analyst,24000,EUR,26666,AM,100,AM,M
2024,EN,FT,Data Analyst,14400,EUR,16000,AM,100,AM,M
2024,EN,FT,Data Analyst,29820,GBP,37275,GB,0,GB,M
2024,EN,FT,Data Analyst,28329,GBP,35411,GB,0,GB,M
2024,SE,FT,Manager,142632,GBP,178290,GB,0,GB,M
2024,SE,FT,Manager,113135,GBP,141418,GB,0,GB,M
2024,MI,FT,Data Scientist,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Data Scientist,40000,GBP,50000,GB,0,GB,M
2024,EX,FT,Data Engineer,58000,EUR,64444,FR,0,FR,M
2024,EX,FT,Data Engineer,48000,EUR,53333,FR,0,FR,M
2024,EN,FT,Data Analyst,45000,EUR,50000,LU,0,LU,M
2024,MI,FT,Data Engineer,60000,GBP,75000,GB,0,GB,M
2024,MI,FT,Data Engineer,49000,GBP,61250,GB,0,GB,M
2024,SE,FT,Architect,58000,EUR,64444,FR,0,FR,M
2024,SE,FT,Architect,48000,EUR,53333,FR,0,FR,M
2024,MI,FT,Data Analyst,50000,EUR,55555,NL,0,NL,M
2024,MI,FT,Data Analyst,40000,EUR,44444,NL,0,NL,M
2024,EN,FT,Data Analyst,35000,GBP,43750,GB,0,GB,M
2024,EN,FT,Data Analyst,30000,GBP,37500,GB,0,GB,M
2024,EX,FT,Data Scientist,26736,EUR,29706,AT,0,AT,M
2024,EX,FT,Data Scientist,26736,EUR,29706,AT,0,AT,M
2024,SE,FT,Engineer,70000,EUR,77777,NL,0,NL,M
2024,SE,FT,Engineer,55000,EUR,61111,NL,0,NL,M
2024,SE,FT,Consultant,82164,EUR,91293,NL,0,NL,M
2024,SE,FT,Consultant,82164,EUR,91293,NL,0,NL,M
2024,SE,FT,Analyst,55000,GBP,68750,GB,0,GB,M
2024,SE,FT,Analyst,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Manager,90000,GBP,112500,GB,0,GB,M
2024,MI,FT,Manager,70000,GBP,87500,GB,0,GB,M
2024,SE,FT,Data Engineer,183551,GBP,229438,GB,0,GB,M
2024,SE,FT,Data Engineer,100657,GBP,125821,GB,0,GB,M
2024,SE,FT,Data Product Owner,85000,GBP,106250,GB,0,GB,M
2024,SE,FT,Data Product Owner,65000,GBP,81250,GB,0,GB,M
2024,MI,FT,Data Engineer,43990,GBP,54987,GB,100,GB,M
2024,MI,FT,Data Engineer,38000,GBP,47500,GB,100,GB,M
2024,EN,FT,Data Analyst,45000,GBP,56250,GB,0,GB,M
2024,EN,FT,Data Analyst,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,48600,GBP,60750,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,48600,GBP,60750,GB,0,GB,M
2024,SE,FT,Data Analytics Consultant,63000,GBP,78750,GB,0,GB,M
2024,SE,FT,Data Analytics Consultant,50000,GBP,62500,GB,0,GB,M
2024,EN,FT,Data Analyst,52000,EUR,57777,FR,0,FR,M
2024,EN,FT,Data Analyst,48000,EUR,53333,FR,0,FR,M
2024,EN,FT,Analyst,193000,USD,193000,IT,0,IT,M
2024,EN,FT,Analyst,84600,USD,84600,IT,0,IT,M
2024,SE,FT,Software Developer,45600,EUR,50666,LT,0,LT,M
2024,SE,FT,Software Developer,37200,EUR,41333,LT,0,LT,M
2024,MI,FT,Software Developer,42480,EUR,47200,LT,0,LT,M
2024,MI,FT,Software Developer,36240,EUR,40266,LT,0,LT,M
2024,MI,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
2024,MI,FT,Data Engineer,55000,GBP,68750,GB,0,GB,M
2024,EN,FT,Data Engineer,31200,EUR,34666,SK,0,SK,M
2024,EN,FT,Data Engineer,19200,EUR,21333,SK,0,SK,M
2024,MI,PT,Data Engineer,46305,EUR,51450,AT,0,AT,M
2024,MI,PT,Data Engineer,46305,EUR,51450,AT,0,AT,M
2024,SE,FT,Data Scientist,31260,EUR,34733,AT,0,AT,M
2024,SE,FT,Data Scientist,31260,EUR,34733,AT,0,AT,M
2024,SE,FT,Data Scientist,70000,EUR,77777,AT,0,AT,M
2024,SE,FT,Data Scientist,70000,EUR,77777,AT,0,AT,M
2024,EX,FT,Head of Data,71872,GBP,89840,GB,0,GB,M
2024,EX,FT,Head of Data,71872,GBP,89840,GB,0,GB,M
2024,SE,FT,Data Scientist,100000,GBP,125000,GB,0,GB,M
2024,SE,FT,Data Scientist,95000,GBP,118750,GB,0,GB,M
2024,SE,FT,Data Engineer,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Data Engineer,45000,GBP,56250,GB,0,GB,M
2024,EN,FT,Research Associate,50685,GBP,63356,GB,0,GB,M
2024,EN,FT,Research Associate,41123,GBP,51403,GB,0,GB,M
2024,MI,FT,Data Manager,30820,GBP,38525,GB,0,GB,M
2024,MI,FT,Data Manager,25866,GBP,32332,GB,0,GB,M
2024,SE,FT,Software Engineer,56509,GBP,70636,GB,0,GB,M
2024,SE,FT,Software Engineer,44982,GBP,56227,GB,0,GB,M
2024,MI,FT,Associate,45163,GBP,56453,GB,0,GB,M
2024,MI,FT,Associate,32296,GBP,40370,GB,0,GB,M
2024,MI,FT,Manager,50000,EUR,55555,AT,0,AT,M
2024,MI,FT,Manager,50000,EUR,55555,AT,0,AT,M
2024,MI,FT,Consultant,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Consultant,30000,GBP,37500,GB,0,GB,M
2024,MI,FT,AI Developer,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,AI Developer,30000,GBP,37500,GB,0,GB,M
2024,SE,FT,AI Developer,55000,GBP,68750,GB,0,GB,M
2024,SE,FT,AI Developer,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Data Analyst,42000,EUR,46666,LT,0,LT,M
2024,MI,FT,Data Analyst,30000,EUR,33333,LT,0,LT,M
2024,EN,FT,Data Analyst,67500,GBP,84375,GB,0,GB,M
2024,EN,FT,Data Analyst,54000,GBP,67500,GB,0,GB,M
2024,MI,FT,Consultant,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Consultant,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Data Scientist,172000,USD,172000,DE,0,DE,M
2024,MI,FT,Data Scientist,75600,USD,75600,DE,0,DE,M
2024,EN,FT,Data Analyst,40000,EUR,44444,FR,0,FR,M
2024,EN,FT,Data Analyst,40000,EUR,44444,FR,0,FR,M
2024,SE,FT,Analytics Engineer,65520,EUR,72800,LT,0,LT,M
2024,SE,FT,Analytics Engineer,39720,EUR,44133,LT,0,LT,M
2024,SE,FT,Data Product Owner,85000,GBP,106250,GB,0,GB,M
2024,SE,FT,Data Product Owner,65000,GBP,81250,GB,0,GB,M
2024,SE,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
2024,SE,FT,Data Engineer,75000,GBP,93750,GB,0,GB,M
2024,MI,FT,Software Engineer,68931,GBP,86163,GB,0,GB,M
2024,MI,FT,Software Engineer,45954,GBP,57442,GB,0,GB,M
2024,SE,FT,Software Engineer,392004,PLN,98001,PL,0,PL,M
2024,SE,FT,Software Engineer,308004,PLN,77001,PL,0,PL,M
2024,SE,FT,Analyst,90000,GBP,112500,GB,0,GB,M
2024,SE,FT,Analyst,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Business Intelligence Analyst,24000,EUR,26666,CY,0,CY,M
2024,MI,FT,Business Intelligence Analyst,21000,EUR,23333,CY,0,CY,M
2024,SE,FT,Data Analyst,45000,GBP,56250,GB,0,GB,M
2024,SE,FT,Data Analyst,35000,GBP,43750,GB,0,GB,M
2024,SE,FT,Data Analyst,48000,GBP,60000,GB,0,GB,M
2024,SE,FT,Data Analyst,28000,GBP,35000,GB,0,GB,M
2024,SE,FT,Data Management Specialist,70000,GBP,87500,GB,0,GB,M
2024,SE,FT,Data Management Specialist,55000,GBP,68750,GB,0,GB,M
2024,MI,FT,Data Engineer,67000,GBP,83750,GB,0,GB,M
2024,MI,FT,Data Engineer,67000,GBP,83750,GB,0,GB,M
2024,EN,FT,Analyst,46000,GBP,57500,GB,0,GB,M
2024,EN,FT,Analyst,28420,GBP,35525,GB,0,GB,M
2024,MI,FT,Data Engineer,62098,GBP,77622,GB,0,GB,M
2024,MI,FT,Data Engineer,46485,GBP,58106,GB,0,GB,M
2024,SE,FT,Data Analyst,57025,GBP,71281,GB,0,GB,M
2024,SE,FT,Data Analyst,46670,GBP,58337,GB,0,GB,M
2024,SE,FT,Data Analyst,75000,GBP,93750,GB,100,GB,M
2024,SE,FT,Data Analyst,45000,GBP,56250,GB,100,GB,M
2024,SE,FT,Data Analyst,67500,EUR,75000,ES,100,ES,M
2024,SE,FT,Data Analyst,40500,EUR,45000,ES,100,ES,M
2024,SE,FT,Engineer,140000,EUR,155555,NL,0,NL,M
2024,SE,FT,Engineer,70000,EUR,77777,NL,0,NL,M
2024,EN,FT,Analista de Datos,26000,EUR,28888,ES,100,ES,L
2024,SE,FT,Data Scientist Manager,95000,EUR,105555,NL,50,NL,L
2024,MI,FT,Associate,40247,GBP,50308,GB,0,GB,M
2024,MI,FT,Associate,32296,GBP,40370,GB,0,GB,M
2024,SE,FT,Business Intelligence Engineer,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Business Intelligence Engineer,45000,GBP,56250,GB,0,GB,M
2024,SE,FT,Data Scientist,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Data Scientist,30000,GBP,37500,GB,0,GB,M
2024,SE,FT,Data Analyst,140000,USD,140000,FR,0,FR,M
2024,SE,FT,Data Analyst,113000,USD,113000,FR,0,FR,M
2024,MI,FT,Analytics Engineer,90046,GBP,112557,GB,0,GB,M
2024,MI,FT,Analytics Engineer,53158,GBP,66447,GB,0,GB,M
2024,SE,FT,Lead Data Engineer,87000,EUR,96666,NL,50,NL,L
2024,SE,FT,Data Architect,90000,GBP,112500,GB,0,GB,M
2024,SE,FT,Data Architect,80000,GBP,100000,GB,0,GB,M
2024,MI,FT,Data Analyst,296400,PLN,74100,LT,0,LT,M
2024,MI,FT,Data Analyst,207600,PLN,51900,LT,0,LT,M
2024,SE,FT,Software Engineer,83400,EUR,92666,LT,0,LT,M
2024,SE,FT,Software Engineer,65520,EUR,72800,LT,0,LT,M
2024,SE,FT,Software Engineer,111000,GBP,138750,GB,0,GB,M
2024,SE,FT,Software Engineer,58000,GBP,72500,GB,0,GB,M
2024,MI,FT,Data Engineer,18000,EUR,20000,SK,0,SK,M
2024,MI,FT,Data Engineer,18000,EUR,20000,SK,0,SK,M
2024,EN,FT,Data Engineer,49740,EUR,55266,NL,0,NL,M
2024,EN,FT,Data Engineer,35928,EUR,39920,NL,0,NL,M
2024,SE,FT,Data Team Lead,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Team Lead,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,AI Researcher,44982,GBP,56227,GB,0,GB,M
2024,MI,FT,AI Researcher,44982,GBP,56227,GB,0,GB,M
2024,MI,FT,Research Scientist,43817,GBP,54771,GB,0,GB,M
2024,MI,FT,Research Scientist,40832,GBP,51040,GB,0,GB,M
2024,SE,FT,Data Team Lead,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Team Lead,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Manager,85000,GBP,106250,GB,0,GB,M
2024,MI,FT,Manager,75000,GBP,93750,GB,0,GB,M
2024,MI,FT,Data Manager,42550,GBP,53187,GB,0,GB,M
2024,MI,FT,Data Manager,38295,GBP,47868,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,145088,GBP,181360,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,111184,GBP,138980,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,145088,GBP,181360,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,111184,GBP,138980,GB,0,GB,M
2024,MI,FT,Research Associate,47874,GBP,59842,GB,0,GB,M
2024,MI,FT,Research Associate,40247,GBP,50308,GB,0,GB,M
2024,MI,FT,Research Associate,47874,GBP,59842,GB,0,GB,M
2024,MI,FT,Research Associate,40247,GBP,50308,GB,0,GB,M
2024,MI,FT,Research Associate,47874,GBP,59842,GB,0,GB,M
2024,MI,FT,Research Associate,40247,GBP,50308,GB,0,GB,M
2024,MI,FT,Research Associate,47874,GBP,59842,GB,0,GB,M
2024,MI,FT,Research Associate,40247,GBP,50308,GB,0,GB,M
2024,EN,FT,Consultant,47874,GBP,59842,GB,0,GB,M
2024,EN,FT,Consultant,40247,GBP,50308,GB,0,GB,M
2024,SE,FT,Platform Engineer,160000,CHF,181818,CH,0,CH,M
2024,SE,FT,Platform Engineer,110000,CHF,125000,CH,0,CH,M
2024,EN,FT,Data Analyst,47000,GBP,58750,GB,0,GB,M
2024,EN,FT,Data Analyst,37000,GBP,46250,GB,0,GB,M
2024,SE,FT,Data Analytics Consultant,68000,GBP,85000,GB,0,GB,M
2024,SE,FT,Data Analytics Consultant,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Developer,39105,GBP,48881,GB,0,GB,M
2024,MI,FT,Developer,33882,GBP,42352,GB,0,GB,M
2024,EN,FT,Pricing Analyst,45000,GBP,56250,GB,0,GB,M
2024,EN,FT,Pricing Analyst,35000,GBP,43750,GB,0,GB,M
2024,MI,FT,Consultant,51432,EUR,57146,AT,0,AT,M
2024,MI,FT,Consultant,38580,EUR,42866,AT,0,AT,M
2024,EN,FT,AI Engineer,36000,EUR,40000,LV,0,LV,M
2024,EN,FT,AI Engineer,36000,EUR,40000,LV,0,LV,M
2024,MI,FT,Data Scientist,172000,USD,172000,IT,0,IT,M
2024,MI,FT,Data Scientist,75600,USD,75600,IT,0,IT,M
2024,EN,FT,AI Specialist,24000,EUR,26666,LV,0,LV,M
2024,EN,FT,AI Specialist,24000,EUR,26666,LV,0,LV,M
2024,SE,FT,Consultant,30000,EUR,33333,LV,0,LV,M
2024,SE,FT,Consultant,30000,EUR,33333,LV,0,LV,M
2024,MI,FT,Data Engineer,18000,EUR,20000,SK,0,SK,M
2024,MI,FT,Data Engineer,18000,EUR,20000,SK,0,SK,M
2024,SE,FT,Engineer,70000,EUR,77777,NL,0,NL,M
2024,SE,FT,Engineer,55000,EUR,61111,NL,0,NL,M
2024,SE,FT,Manager,115000,GBP,143750,GB,0,GB,M
2024,SE,FT,Manager,85000,GBP,106250,GB,0,GB,M
2024,SE,FT,AI Engineering Manager,215000,GBP,268750,GB,50,GB,L
2024,MI,FT,Research Associate,47874,GBP,59842,GB,0,GB,M
2024,MI,FT,Research Associate,40247,GBP,50308,GB,0,GB,M
2024,EN,FT,Data Governance Specialist,25200,EUR,28000,SK,0,SK,M
2024,EN,FT,Data Governance Specialist,15600,EUR,17333,SK,0,SK,M
2024,EN,FT,Data Analyst,40800,EUR,45333,SK,0,SK,M
2024,EN,FT,Data Analyst,25200,EUR,28000,SK,0,SK,M
2024,EN,PT,Research Assistant,35880,GBP,44850,GB,0,GB,M
2024,EN,PT,Research Assistant,30505,GBP,38131,GB,0,GB,M
2024,MI,FT,Associate,36924,GBP,46155,GB,0,GB,M
2024,MI,FT,Associate,32296,GBP,40370,GB,0,GB,M
2024,EN,PT,Data Analyst,58199,EUR,64665,AT,0,AT,M
2024,EN,PT,Data Analyst,58199,EUR,64665,AT,0,AT,M
2024,EN,FT,Machine Learning Engineer,26400,EUR,29333,SK,0,SK,M
2024,EN,FT,Machine Learning Engineer,26400,EUR,29333,SK,0,SK,M
2024,MI,FT,Data Specialist,49884,EUR,55426,AT,0,AT,M
2024,MI,FT,Data Specialist,49884,EUR,55426,AT,0,AT,M
2024,SE,FT,Data Engineer,56000,EUR,62222,PL,0,PL,M
2024,SE,FT,Data Engineer,56000,EUR,62222,PL,0,PL,M
2024,SE,FT,Data Engineer,56000,EUR,62222,PL,0,PL,M
2024,SE,FT,Data Engineer,56000,EUR,62222,PL,0,PL,M
2024,EN,FT,Quantitative Analyst,419375,EUR,465972,CZ,0,CZ,M
2024,EN,FT,Quantitative Analyst,50000,EUR,55555,CZ,0,CZ,M
2024,SE,FT,Quantitative Researcher,419375,EUR,465972,CZ,0,CZ,M
2024,SE,FT,Quantitative Researcher,50000,EUR,55555,CZ,0,CZ,M
2024,SE,FT,Platform Engineer,142600,GBP,178250,GB,0,GB,M
2024,SE,FT,Platform Engineer,105400,GBP,131750,GB,0,GB,M
2024,EN,FT,BI Analyst,40000,EUR,44444,IE,0,IE,L
2024,SE,FT,Data Analyst,55000,GBP,68750,GB,0,GB,M
2024,SE,FT,Data Analyst,45000,GBP,56250,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,95000,GBP,118750,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,80000,GBP,100000,GB,0,GB,M
2024,EN,FT,Data Engineer,79776,EUR,88640,NL,0,NL,M
2024,EN,FT,Data Engineer,79776,EUR,88640,NL,0,NL,M
2024,MI,FT,Manager,43176,EUR,47973,AT,0,AT,M
2024,MI,FT,Manager,43176,EUR,47973,AT,0,AT,M
2024,MI,FT,Manager,90000,GBP,112500,GB,0,GB,M
2024,MI,FT,Manager,80000,GBP,100000,GB,0,GB,M
2024,SE,FT,Data Engineer,340000,PLN,85000,PL,0,PL,M
2024,SE,FT,Data Engineer,198000,PLN,49500,PL,0,PL,M
2024,EN,FT,Data Analyst,53184,EUR,59093,FR,0,FR,M
2024,EN,FT,Data Analyst,53184,EUR,59093,FR,0,FR,M
2024,EN,FT,Data Engineer,80000,EUR,88888,NL,0,NL,M
2024,EN,FT,Data Engineer,52500,EUR,58333,NL,0,NL,M
2024,MI,FT,Data Engineer,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Data Engineer,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Engineer,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Engineer,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Engineer,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Engineer,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Software Engineer,236280,PLN,59070,PL,100,PL,M
2024,SE,FT,Software Engineer,170400,PLN,42600,PL,100,PL,M
2024,SE,FT,Engineer,130000,EUR,144444,NL,0,NL,M
2024,SE,FT,Engineer,80000,EUR,88888,NL,0,NL,M
2024,MI,FT,Developer,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Developer,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Data Specialist,34800,EUR,38666,SK,0,SK,M
2024,MI,FT,Data Specialist,21600,EUR,24000,SK,0,SK,M
2024,EN,FT,Analyst,68892,EUR,76546,FR,0,FR,M
2024,EN,FT,Analyst,68892,EUR,76546,FR,0,FR,M
2024,SE,FT,Data Scientist,95000,GBP,118750,GB,0,GB,M
2024,SE,FT,Data Scientist,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Tech Lead,140000,GBP,175000,GB,0,GB,M
2024,SE,FT,Tech Lead,100000,GBP,125000,GB,0,GB,M
2024,MI,FT,Associate,60000,GBP,75000,GB,0,GB,M
2024,MI,FT,Associate,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Data Lead,36124,GBP,45155,GB,0,GB,M
2024,SE,FT,Data Lead,33366,GBP,41707,GB,0,GB,M
2024,MI,FT,Technology Integrator,137000,USD,137000,DE,0,DE,M
2024,MI,FT,Technology Integrator,60300,USD,60300,DE,0,DE,M
2024,SE,FT,Manager,200000,USD,200000,GB,0,GB,M
2024,SE,FT,Manager,104000,USD,104000,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,83300,GBP,104125,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,68000,GBP,85000,GB,0,GB,M
2024,MI,FT,Consultant,91600,EUR,101777,DE,0,DE,M
2024,MI,FT,Consultant,75700,EUR,84111,DE,0,DE,M
2024,EN,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,EN,FT,Data Analyst,35000,GBP,43750,GB,0,GB,M
2024,EN,FT,Analyst,50000,GBP,62500,GB,0,GB,M
2024,EN,FT,Analyst,35000,GBP,43750,GB,0,GB,M
2024,MI,FT,Analytics Specialist,44580,EUR,49533,AT,0,AT,M
2024,MI,FT,Analytics Specialist,44580,EUR,49533,AT,0,AT,M
2024,MI,FT,Manager,45163,GBP,56453,GB,0,GB,M
2024,MI,FT,Manager,34866,GBP,43582,GB,0,GB,M
2024,SE,FT,Applied Scientist,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Applied Scientist,50000,GBP,62500,GB,0,GB,M
2024,EN,FT,Pricing Analyst,70000,GBP,87500,GB,0,GB,M
2024,EN,FT,Pricing Analyst,60000,GBP,75000,GB,0,GB,M
2024,MI,FT,Manager,90000,GBP,112500,GB,0,GB,M
2024,MI,FT,Manager,70000,GBP,87500,GB,0,GB,M
2024,SE,FT,Pricing Analyst,78000,GBP,97500,GB,0,GB,M
2024,SE,FT,Pricing Analyst,68000,GBP,85000,GB,0,GB,M
2024,MI,FT,Data Scientist,77040,EUR,85600,LV,0,LV,M
2024,MI,FT,Data Scientist,39840,EUR,44266,LV,0,LV,M
2024,MI,FT,Data Engineer,55000,GBP,68750,GB,0,GB,M
2024,MI,FT,Data Engineer,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Analyst,125000,GBP,156250,GB,0,GB,M
2024,SE,FT,Data Analyst,100000,GBP,125000,GB,0,GB,M
2024,MI,FT,Associate,35000,GBP,43750,GB,0,GB,M
2024,MI,FT,Associate,35000,GBP,43750,GB,0,GB,M
2024,SE,FT,Engineer,145000,GBP,181250,GB,0,GB,M
2024,SE,FT,Engineer,120000,GBP,150000,GB,0,GB,M
2024,SE,FT,Data Infrastructure Engineer,96000,EUR,106666,LT,0,LT,M
2024,SE,FT,Data Infrastructure Engineer,60000,EUR,66666,LT,0,LT,M
2024,MI,FT,Data Analyst,42606,EUR,47340,LT,0,LT,M
2024,MI,FT,Data Analyst,29824,EUR,33137,LT,0,LT,M
2024,EX,FT,Head of Data,131140,GBP,163925,GB,0,GB,M
2024,EX,FT,Head of Data,111469,GBP,139336,GB,0,GB,M
2024,MI,FT,Associate,45200,EUR,50222,DE,0,DE,M
2024,MI,FT,Associate,45200,EUR,50222,DE,0,DE,M
2024,SE,FT,Analytics Engineer,85000,GBP,106250,GB,100,GB,M
2024,SE,FT,Analytics Engineer,75000,GBP,93750,GB,100,GB,M
2024,SE,FT,Data Scientist,55000,GBP,68750,GB,0,GB,M
2024,SE,FT,Data Scientist,48000,GBP,60000,GB,0,GB,M
2024,MI,FT,Data Engineer,18000,EUR,20000,SK,0,SK,M
2024,MI,FT,Data Engineer,18000,EUR,20000,SK,0,SK,M
2024,SE,FT,Data Analyst,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Data Analyst,52000,GBP,65000,GB,0,GB,M
2024,MI,FT,Data Analyst,47000,GBP,58750,GB,0,GB,M
2024,MI,FT,Data Analyst,40000,GBP,50000,GB,0,GB,M
2024,EN,FT,Data Analyst,60000,EUR,66666,FR,0,FR,M
2024,EN,FT,Data Analyst,45000,EUR,50000,FR,0,FR,M
2024,SE,FT,Lead Analyst,56745,GBP,70931,GB,0,GB,M
2024,SE,FT,Lead Analyst,56745,GBP,70931,GB,0,GB,M
2024,SE,FT,Engineer,236400,PLN,59100,PL,100,PL,M
2024,SE,FT,Engineer,170400,PLN,42600,PL,100,PL,M
2024,EN,FT,Analytics Engineer,31200,EUR,34666,SK,0,SK,M
2024,EN,FT,Analytics Engineer,19200,EUR,21333,SK,0,SK,M
2024,EX,FT,Head of Data,90000,GBP,112500,GB,0,GB,M
2024,EX,FT,Head of Data,75000,GBP,93750,GB,0,GB,M
2024,EN,FT,Data Scientist,45000,GBP,56250,GB,0,GB,M
2024,EN,FT,Data Scientist,30000,GBP,37500,GB,0,GB,M
2024,EN,FT,Data Scientist,35000,GBP,43750,GB,0,GB,M
2024,EN,FT,Data Scientist,27000,GBP,33750,GB,0,GB,M
2024,EN,FT,Data Analyst,35000,GBP,43750,GB,0,GB,M
2024,EN,FT,Data Analyst,27000,GBP,33750,GB,0,GB,M
2024,MI,FT,Associate,45163,GBP,56453,GB,0,GB,M
2024,MI,FT,Associate,32296,GBP,40370,GB,0,GB,M
2024,SE,FT,Manager,80000,GBP,100000,GB,0,GB,M
2024,SE,FT,Manager,56000,GBP,70000,GB,0,GB,M
2024,MI,FT,Manager,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Manager,35000,GBP,43750,GB,0,GB,M
2024,MI,FT,Engineering Manager,145000,GBP,181250,GB,0,GB,M
2024,MI,FT,Engineering Manager,120000,GBP,150000,GB,0,GB,M
2024,EN,FT,Data Management Analyst,172000,USD,172000,DE,0,DE,M
2024,EN,FT,Data Management Analyst,75600,USD,75600,DE,0,DE,M
2024,SE,FT,Data Analyst,55000,EUR,61111,FR,0,FR,M
2024,SE,FT,Data Analyst,50000,EUR,55555,FR,0,FR,M
2024,SE,FT,Engineer,150000,GBP,187500,GB,100,GB,M
